# X, Y
6.981317007977318190e-02	1.427827072763065308e+00
1.396263401595463638e-01	1.409169287732208398e+00
2.094395102393195596e-01	1.398067730032976019e+00
2.792526803190927276e-01	1.408311186523563352e+00
3.490658503988658956e-01	1.433074675987160873e+00
4.188790204786391191e-01	1.435608444702523245e+00
4.886921905584122872e-01	1.542416640422126228e+00
5.585053606381854552e-01	1.459597947509783333e+00
6.283185307179586232e-01	1.542000892788000677e+00
6.981317007977317912e-01	1.494894753612051375e+00
7.679448708775049592e-01	1.471191668764006311e+00
8.377580409572782383e-01	1.456927558258257260e+00
9.075712110370514063e-01	1.427599238746307009e+00
9.773843811168245743e-01	1.404406425942002379e+00
1.047197551196597631e+00	1.448109171380763893e+00
1.117010721276370910e+00	1.421982567604956005e+00
1.186823891356144189e+00	1.379062599548792178e+00
1.256637061435917246e+00	1.436355922409762176e+00
1.326450231515690525e+00	1.407594312043373597e+00
1.396263401595463582e+00	1.342680467310759518e+00
1.466076571675236861e+00	1.721827627478683231e+00
1.535889741755009918e+00	1.104260854737894704e+00
1.605702911834783198e+00	1.671355096326464063e+00
1.675516081914556477e+00	1.482010437959665250e+00
1.745329251994329534e+00	1.415584719246459233e+00
1.815142422074102813e+00	1.415534023551676457e+00
1.884955592153875870e+00	1.399937730384578360e+00
1.954768762233649149e+00	1.432341753087539971e+00
2.024581932313422428e+00	1.456244934928308643e+00
2.094395102393195263e+00	1.383457049530247840e+00
2.164208272472968542e+00	1.457895417274648331e+00
2.234021442552741821e+00	1.581415414880489312e+00
2.303834612632515100e+00	1.550087960065559267e+00
2.373647782712288379e+00	1.699124450704422085e+00
2.443460952792061214e+00	1.812747422739315217e+00
2.513274122871834493e+00	2.040504838984680713e+00
2.583087292951607772e+00	1.481202994989774924e+00
2.652900463031381051e+00	1.708420694413051333e+00
2.722713633111153886e+00	1.450533808663016400e+00
2.792526803190927165e+00	1.481683457128178061e+00
2.862339973270700444e+00	1.478399001821790293e+00
2.932153143350473723e+00	1.380224551630022001e+00
3.001966313430247002e+00	1.357973606156035906e+00
3.071779483510019837e+00	1.338463874714408863e+00
3.141592653589793116e+00	1.416925812038432930e+00
3.211405823669566395e+00	1.446354705612377556e+00
3.281218993749339674e+00	1.472845737165252133e+00
3.351032163829112953e+00	1.471115181625582080e+00
3.420845333908885788e+00	1.649004221572049733e+00
3.490658503988659067e+00	1.560521701608682310e+00
3.560471674068432346e+00	1.571614137364138353e+00
3.630284844148205625e+00	1.515312308214634474e+00
3.700098014227978460e+00	1.509358055212505434e+00
3.769911184307751739e+00	1.494893737469679573e+00
3.839724354387525018e+00	1.514984082143591371e+00
3.909537524467298297e+00	1.439018483930446068e+00
3.979350694547071576e+00	1.417356651420799363e+00
4.049163864626844855e+00	1.483998413114527404e+00
4.118977034706618134e+00	1.463293094055215127e+00
4.188790204786390525e+00	1.487645662853985806e+00
4.258603374866163804e+00	1.470694835032613224e+00
4.328416544945937083e+00	1.457808031011432082e+00
4.398229715025710362e+00	1.572798446751789481e+00
4.468042885105483641e+00	1.572275085100648173e+00
4.537856055185256920e+00	1.274911156118095468e+00
4.607669225265030200e+00	1.980943900493625565e+00
4.677482395344803479e+00	1.726182055778047397e+00
4.747295565424576758e+00	1.639843517433646092e+00
4.817108735504349148e+00	1.554416211930626179e+00
4.886921905584122428e+00	1.593291607970295898e+00
4.956735075663895707e+00	1.567444941374440459e+00
5.026548245743668986e+00	1.486330966627364081e+00
5.096361415823442265e+00	1.476848433606432254e+00
5.166174585903215544e+00	1.512661449632298760e+00
5.235987755982988823e+00	1.452064895382774390e+00
5.305800926062762102e+00	1.394158897811633491e+00
5.375614096142535381e+00	1.383114647629518856e+00
5.445427266222307772e+00	1.395325613118324037e+00
5.515240436302081051e+00	1.350539074083023872e+00
5.585053606381854330e+00	1.313469870696548192e+00
5.654866776461627609e+00	1.291883744926984434e+00
5.724679946541400888e+00	1.384462407674232010e+00
5.794493116621174167e+00	1.422014233433461561e+00
5.864306286700947446e+00	1.407506737205433733e+00
5.934119456780720725e+00	1.406162234610836226e+00
6.003932626860494004e+00	1.437154998229066338e+00
6.073745796940266395e+00	1.487210642415629058e+00
6.143558967020039674e+00	1.485711772185069002e+00
6.213372137099812953e+00	1.465726412990777661e+00
6.283185307179586232e+00	1.412725459675619355e+00
6.352998477259359511e+00	1.432734004123907612e+00
