# X, Y
6.981317007977318190e-02	3.534104670717046019e+02
1.396263401595463638e-01	3.036785872546765859e+02
2.094395102393195596e-01	2.395599091140282724e+02
2.792526803190927276e-01	1.843605460275237533e+02
3.490658503988658956e-01	1.360633713760835519e+02
4.188790204786391191e-01	1.249840775320625141e+02
4.886921905584122872e-01	1.319112894838512489e+02
5.585053606381854552e-01	1.729948170668931482e+02
6.283185307179586232e-01	2.307765325480145009e+02
6.981317007977317912e-01	3.112180755618371677e+02
7.679448708775049592e-01	3.926682116236232218e+02
8.377580409572782383e-01	4.582678454637886034e+02
9.075712110370514063e-01	4.866406458160976740e+02
9.773843811168245743e-01	4.914731722935731000e+02
1.047197551196597631e+00	4.477885100482668008e+02
1.117010721276370910e+00	3.732547738073287178e+02
1.186823891356144189e+00	2.862973908164512409e+02
1.256637061435917246e+00	1.863217295011062618e+02
1.326450231515690525e+00	1.000850221318077473e+02
1.396263401595463582e+00	3.158589633930267482e+01
1.466076571675236861e+00	1.294711601749486185e+01
1.535889741755009918e+00	2.590316350798733680e+01
1.605702911834783198e+00	6.860804001354225079e+01
1.675516081914556477e+00	1.573134933065465759e+02
1.745329251994329534e+00	2.722603944801402349e+02
1.815142422074102813e+00	3.735022756892794860e+02
1.884955592153875870e+00	4.563984510126877012e+02
1.954768762233649149e+00	5.080789110329055802e+02
2.024581932313422428e+00	5.250716261251798187e+02
2.094395102393195263e+00	5.436526999922658661e+02
2.164208272472968542e+00	4.498618665585403278e+02
2.234021442552741821e+00	3.373784192162567024e+02
2.303834612632515100e+00	2.485100421305228906e+02
2.373647782712288379e+00	1.607662820042879446e+02
2.443460952792061214e+00	1.000332782018165716e+02
2.513274122871834493e+00	5.806773886997119405e+01
2.583087292951607772e+00	6.722510122185224191e+01
2.652900463031381051e+00	1.041084788905220506e+02
2.722713633111153886e+00	1.706360873015946709e+02
2.792526803190927165e+00	2.439551447514016331e+02
2.862339973270700444e+00	3.253403608352905962e+02
2.932153143350473723e+00	4.030030525834997661e+02
3.001966313430247002e+00	4.438769876768048448e+02
3.071779483510019837e+00	4.503074082794495894e+02
3.141592653589793116e+00	4.083505050305715258e+02
3.211405823669566395e+00	3.254328890411612747e+02
3.281218993749339674e+00	2.604535362611166533e+02
3.351032163829112953e+00	1.908758706927397384e+02
3.420845333908885788e+00	1.344834319687789446e+02
3.490658503988659067e+00	9.722604699181408705e+01
3.560471674068432346e+00	1.068791984314081986e+02
3.630284844148205625e+00	1.379853118336642410e+02
3.700098014227978460e+00	2.046018934122170378e+02
3.769911184307751739e+00	2.881581263658264334e+02
3.839724354387525018e+00	3.567466406137160675e+02
3.909537524467298297e+00	4.291149148852916255e+02
3.979350694547071576e+00	4.684094655767671043e+02
4.049163864626844855e+00	4.558689157351819290e+02
4.118977034706618134e+00	4.358521439855484800e+02
4.188790204786390525e+00	3.615524544824745590e+02
4.258603374866163804e+00	2.966605070030104798e+02
4.328416544945937083e+00	2.014236944033872589e+02
4.398229715025710362e+00	1.136033881778634367e+02
4.468042885105483641e+00	5.771242109552038357e+01
4.537856055185256920e+00	1.408500937426592614e+01
4.607669225265030200e+00	6.657457601588474994e+00
4.677482395344803479e+00	2.008083593409663337e+01
4.747295565424576758e+00	5.964148488522313585e+01
4.817108735504349148e+00	1.271201580900237076e+02
4.886921905584122428e+00	2.075457216169079118e+02
4.956735075663895707e+00	2.875603311363541934e+02
5.026548245743668986e+00	3.652439099040864221e+02
5.096361415823442265e+00	4.216826545155821577e+02
5.166174585903215544e+00	4.518342512340975645e+02
5.235987755982988823e+00	4.827820114517765546e+02
5.305800926062762102e+00	4.657920915537784481e+02
5.375614096142535381e+00	4.417620458421915259e+02
5.445427266222307772e+00	3.915868945373467795e+02
5.515240436302081051e+00	3.595410355872758146e+02
5.585053606381854330e+00	3.146238871590542203e+02
5.654866776461627609e+00	2.845685958635017982e+02
5.724679946541400888e+00	2.573438912082503975e+02
5.794493116621174167e+00	2.466013717585619247e+02
5.864306286700947446e+00	2.618773230975649540e+02
5.934119456780720725e+00	2.947149123139153630e+02
6.003932626860494004e+00	3.254960513351120426e+02
6.073745796940266395e+00	3.426734500776676668e+02
6.143558967020039674e+00	3.755096261900653190e+02
6.213372137099812953e+00	3.723352028123024979e+02
6.283185307179586232e+00	3.571707568341348633e+02
6.352998477259359511e+00	3.204083711930265963e+02
